corpus	endpoint	A	T	P	C	B	D	S	Y	R	F	I	V	L	M	activated_dims
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|POST /MerchantRelations/Evaluate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/Grant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|GET /MerchantRelations/{merchantrelationsid}/Notify	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|GET /MerchantRelations/{merchantrelationsid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|POST /MerchantRelations/{merchantrelationsid}/LegalTerm/Evaluate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|POST /MerchantRelations/{merchantrelationsid}/OperationalTerm/Evaluate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|POST /MerchantRelations/{merchantrelationsid}/RegulatoryTerm/Evaluate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/LegalTerm/{legaltermid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/OperationalTerm/{operationaltermid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/RegulatoryTerm/{regulatorytermid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|GET /MerchantRelations/{merchantrelationsid}/LegalTerm/{legaltermid}/Notify	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|GET /MerchantRelations/{merchantrelationsid}/OperationalTerm/{operationaltermid}/Notify	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|GET /MerchantRelations/{merchantrelationsid}/RegulatoryTerm/{regulatorytermid}/Notify	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/LegalTerm/{legaltermid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/OperationalTerm/{operationaltermid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/RegulatoryTerm/{regulatorytermid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|GET /MerchantRelations/{merchantrelationsid}/LegalTerm/{legaltermid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|GET /MerchantRelations/{merchantrelationsid}/OperationalTerm/{operationaltermid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|GET /MerchantRelations/{merchantrelationsid}/RegulatoryTerm/{regulatorytermid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/LegalTerm/{legaltermid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/OperationalTerm/{operationaltermid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MerchantRelations|PUT /MerchantRelations/{merchantrelationsid}/RegulatoryTerm/{regulatorytermid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|POST /MergersandAcquisitionsAdvisory/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|GET /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/Notify	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|GET /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/M&ACandidateSelectionandEvaluation/{m&acandidateselectionandevaluationid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/M&ACandidateSelectionandEvaluation/{m&acandidateselectionandevaluationid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|POST /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/M&ACandidateSelectionandEvaluation/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|GET /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/M&ACandidateSelectionandEvaluation/{m&acandidateselectionandevaluationid}/Notify	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/M&ACandidateSelectionandEvaluation/{m&acandidateselectionandevaluationid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|GET /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/M&ACandidateSelectionandEvaluation/{m&acandidateselectionandevaluationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MergersandAcquisitionsAdvisory|PUT /MergersandAcquisitionsAdvisory/{mergersandacquisitionsadvisoryid}/M&ACandidateSelectionandEvaluation/{m&acandidateselectionandevaluationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Control	0	0	0	1	0	0	0	0	0	0	0	0	1	0	C,L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Exchange	0	0	0	1	0	0	0	0	0	0	0	0	1	0	C,L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Execute	0	0	0	1	0	0	0	0	0	0	0	0	1	0	C,L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Retrieve	0	0	0	1	0	0	0	0	0	0	0	0	1	0	C,L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Request	0	0	0	1	0	0	0	0	0	0	0	0	1	0	C,L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Update	0	0	0	1	0	0	0	0	0	0	0	0	1	0	C,L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Billing/{billingid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Fees/{feesid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Lien/{lienid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Payments/{paymentsid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Sweep/{sweepid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/Billing/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/Collateral/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/Deposits/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/Fees/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/FinancialInstrument/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/IssuedDevice/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/Lien/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/Payments/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/Sweep/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|POST /MortgageLoan/{mortgageloanid}/Withdrawals/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Billing/{billingid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Collateral/{collateralid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Deposits/{depositsid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Fees/{feesid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/FinancialAccounting/{financialaccountingid}/Retrieve	1	0	0	0	0	0	0	0	0	0	0	0	1	0	A,L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/FinancialInstrument/{financialinstrumentid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Interest/{interestid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/IssuedDevice/{issueddeviceid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Lien/{lienid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Payments/{paymentsid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Sweep/{sweepid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|GET /MortgageLoan/{mortgageloanid}/Withdrawals/{withdrawalsid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Collateral/{collateralid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Fees/{feesid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Billing/{billingid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Collateral/{collateralid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Deposits/{depositsid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Fees/{feesid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/FinancialAccounting/{financialaccountingid}/Update	1	0	0	0	0	0	0	0	0	0	0	0	1	0	A,L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/FinancialInstrument/{financialinstrumentid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Interest/{interestid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/IssuedDevice/{issueddeviceid}/Update	1	0	0	0	0	0	0	0	0	0	0	0	1	0	A,L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Lien/{lienid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Payments/{paymentsid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Sweep/{sweepid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/Withdrawals/{withdrawalsid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MortgageLoan|PUT /MortgageLoan/{mortgageloanid}/BookingAuthorization/{bookingauthorizationid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/Control	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|POST /MutualFundAdministration/Create	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/Grant	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/Notify	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/Request	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/Update	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundAccounting/{fundaccountingid}/Exchange	1	0	0	0	0	0	0	0	0	0	0	1	0	0	A,V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundDevelopment/{funddevelopmentid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundEnrolment/{fundenrolmentid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundFinancialReporting/{fundfinancialreportingid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundInflowsandOutflow/{fundinflowsandoutflowid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundInvestor_MiddleandBackOfficeService/{fundinvestor_middleandbackofficeserviceid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundManagementFee/{fundmanagementfeeid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundTaxAdministration/{fundtaxadministrationid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundAccounting/{fundaccountingid}/Grant	1	0	0	0	0	0	0	0	0	0	0	1	0	0	A,V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundDevelopment/{funddevelopmentid}/Grant	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundEnrolment/{fundenrolmentid}/Grant	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundFinancialReporting/{fundfinancialreportingid}/Grant	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundInflowsandOutflow/{fundinflowsandoutflowid}/Grant	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundInvestor_MiddleandBackOfficeService/{fundinvestor_middleandbackofficeserviceid}/Grant	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundManagementFee/{fundmanagementfeeid}/Grant	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundTaxAdministration/{fundtaxadministrationid}/Grant	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundAccounting/{fundaccountingid}/Notify	1	0	0	0	0	0	0	0	0	0	0	1	0	0	A,V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundDevelopment/{funddevelopmentid}/Notify	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundEnrolment/{fundenrolmentid}/Notify	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundFinancialReporting/{fundfinancialreportingid}/Notify	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundInflowsandOutflow/{fundinflowsandoutflowid}/Notify	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundInvestor_MiddleandBackOfficeService/{fundinvestor_middleandbackofficeserviceid}/Notify	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundManagementFee/{fundmanagementfeeid}/Notify	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundTaxAdministration/{fundtaxadministrationid}/Notify	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundAccounting/{fundaccountingid}/Request	1	0	0	0	0	0	0	0	0	0	0	1	0	0	A,V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundDevelopment/{funddevelopmentid}/Request	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundEnrolment/{fundenrolmentid}/Request	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundFinancialReporting/{fundfinancialreportingid}/Request	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundInflowsandOutflow/{fundinflowsandoutflowid}/Request	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundInvestor_MiddleandBackOfficeService/{fundinvestor_middleandbackofficeserviceid}/Request	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundManagementFee/{fundmanagementfeeid}/Request	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundTaxAdministration/{fundtaxadministrationid}/Request	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundAccounting/{fundaccountingid}/Retrieve	1	0	0	0	0	0	0	0	0	0	0	1	0	0	A,V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundDevelopment/{funddevelopmentid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundEnrolment/{fundenrolmentid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundFinancialReporting/{fundfinancialreportingid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundInflowsandOutflow/{fundinflowsandoutflowid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundInvestor_MiddleandBackOfficeService/{fundinvestor_middleandbackofficeserviceid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundManagementFee/{fundmanagementfeeid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|GET /MutualFundAdministration/{mutualfundadministrationid}/FundTaxAdministration/{fundtaxadministrationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundAccounting/{fundaccountingid}/Update	1	0	0	0	0	0	0	0	0	0	0	1	0	0	A,V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundDevelopment/{funddevelopmentid}/Update	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundEnrolment/{fundenrolmentid}/Update	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundFinancialReporting/{fundfinancialreportingid}/Update	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundInflowsandOutflow/{fundinflowsandoutflowid}/Update	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundInvestor_MiddleandBackOfficeService/{fundinvestor_middleandbackofficeserviceid}/Update	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
BIAN	BIAN r12|MutualFundAdministration|PUT /MutualFundAdministration/{mutualfundadministrationid}/FundManagementFee/{fundmanagementfeeid}/Update	0	0	0	0	0	0	0	0	0	0	0	1	0	0	V
